"site.id","constituent","Month","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"RONC02800","NO3","2004-09",30,24522.7945158843,18180.1815777239,5384.01695689869,72079.2765163371,NA,NA,NA,NA,NA,30,36797.2242715373,NA,NA,NA,30,31126.3364740223,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2004-10",31,36331.7892978868,22710.7921632758,9995.31216795493,94957.7442004507,NA,NA,NA,NA,NA,31,54516.9917687269,NA,NA,NA,31,55171.2360002993,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2004-11",30,36027.6369413676,24008.0200418115,9137.96658556464,98364.1653306653,NA,NA,NA,NA,NA,30,54060.6019367387,NA,NA,NA,30,53921.1945633138,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2004-12",31,51271.3582832896,31177.2890620545,14590.8384569341,131529.446823827,NA,NA,NA,NA,NA,31,76934.2848309666,NA,NA,NA,31,82637.2644804147,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-01",31,80864.9693745687,42070.4204128377,27487.4481033193,187221.276870125,NA,NA,NA,NA,NA,31,121340.427582514,NA,NA,NA,31,144442.98781178,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-02",28,87795.4511048805,45010.3659311546,30310.9870353889,201371.398205272,NA,NA,NA,NA,NA,28,131739.833309008,NA,NA,NA,28,151751.052081584,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-03",31,83066.9234382986,42922.684142871,28441.0678621806,191483.970714022,NA,NA,NA,NA,NA,31,124644.529200285,NA,NA,NA,31,130112.92713473,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-04",30,62414.3731267424,35849.0375363518,19004.8644122494,154129.08712625,NA,NA,NA,NA,NA,30,93654.7290180765,NA,NA,NA,30,83649.6787489566,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-05",31,54970.8303782168,30426.6455970242,17460.2969371824,132479.10924793,NA,NA,NA,NA,NA,31,82485.4587450365,NA,NA,NA,31,71971.7260780582,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-06",30,47194.6689587408,25898.0474428613,15135.9002226378,113098.878841937,NA,NA,NA,NA,NA,30,70817.0840139106,NA,NA,NA,30,59297.8690902096,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-07",31,37935.5952113177,21096.3469344597,11985.9109302842,91705.9633052185,NA,NA,NA,NA,NA,31,56923.5528208496,NA,NA,NA,31,46910.2653307704,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-08",31,28722.6969818809,17099.7375210635,8384.89554674271,72643.4965836851,NA,NA,NA,NA,NA,31,43099.3096417856,NA,NA,NA,31,34612.7380554591,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-09",30,29166.3298204563,16772.1808454628,8868.80500952131,72081.3556170699,NA,NA,NA,NA,NA,30,43764.9945958457,NA,NA,NA,30,37554.0809284401,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-10",31,28480.7103097382,16934.7854779844,8326.48174211844,71972.0688569111,NA,NA,NA,NA,NA,31,42736.2011148531,NA,NA,NA,31,37688.7712107813,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-11",30,33859.1320522251,19625.2826650797,10201.534444246,84119.0852377051,NA,NA,NA,NA,NA,30,50806.6920333248,NA,NA,NA,30,47362.1660213487,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2005-12",31,40762.3397075529,23411.9431546469,12412.4097015007,100658.272007015,NA,NA,NA,NA,NA,31,61165.1722574159,NA,NA,NA,31,57859.0106267158,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-01",31,59412.9157785891,29367.4802661824,21302.6856830216,133165.834318366,NA,NA,NA,NA,NA,31,89150.9473146343,NA,NA,NA,31,94479.7762551135,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-02",28,78906.9029653094,35277.2049986266,31202.4418387309,166305.047825389,NA,NA,NA,NA,NA,28,118402.287349148,NA,NA,NA,28,124776.895742177,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-03",31,80495.000435006,35501.0690553534,32233.688759401,168281.939574814,NA,NA,NA,NA,NA,31,120785.277591086,NA,NA,NA,31,118539.754951546,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-04",30,63839.6366804346,30138.9442629339,23964.6968916247,139067.059874771,NA,NA,NA,NA,NA,30,95793.3812415559,NA,NA,NA,30,83600.4595241116,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-05",31,42824.0911844335,23131.0383183814,13976.9811142063,101574.283087679,NA,NA,NA,NA,NA,31,64258.8950968787,NA,NA,NA,31,48132.559874015,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-06",30,36459.6976500153,19241.9242212817,12204.3956592907,85192.0687850714,NA,NA,NA,NA,NA,30,54708.9223494449,NA,NA,NA,30,40164.2868000694,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-07",31,31022.5057789871,16058.6933896924,10601.6414355888,71593.8606272673,NA,NA,NA,NA,NA,31,46550.2449284612,NA,NA,NA,31,34371.0411153239,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-08",31,25313.4811711027,13528.359162311,8358.58928721492,59629.1491889606,NA,NA,NA,NA,NA,31,37983.6741215211,NA,NA,NA,31,28066.5194491745,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-09",30,24019.6278706239,12839.7274522343,7929.43684809932,56589.4231747728,NA,NA,NA,NA,NA,30,36042.206600773,NA,NA,NA,30,27744.8293801034,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-10",31,32904.4762246429,15085.456991762,12706.7762275974,70407.9830250977,NA,NA,NA,NA,NA,31,49374.2004597889,NA,NA,NA,31,44421.1183344067,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-11",30,33068.0750827087,16243.686903607,11932.124072262,73828.5718227,NA,NA,NA,NA,NA,30,49619.6859877498,NA,NA,NA,30,44153.6167860418,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2006-12",31,47023.803446796,20851.0277922198,18737.1522209133,98622.7305358667,NA,NA,NA,NA,NA,31,70560.6947993711,NA,NA,NA,31,67920.3579762347,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-01",31,120020.498995062,37612.6395773544,62860.3111881149,208664.630634431,NA,NA,NA,NA,NA,31,180094.52607498,NA,NA,NA,31,235506.125412672,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-02",28,99283.0287027496,32864.1012362469,50098.4112810115,177325.500586378,28,64333.747876051,905356.348052639,50.1779210891677,414396.655678589,28,148977.302522629,NA,NA,NA,28,166097.990026678,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-03",31,81717.2072408648,29000.4431973803,39208.5915078859,151261.522450479,31,59258.4280602553,698493.800648166,64.2131949253765,390783.775253485,31,122619.236557255,NA,NA,NA,31,118072.971769622,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-04",30,62262.1314008543,24612.4004351256,27437.4851678201,122193.054109814,30,50044.3247191859,491882.021295715,76.3374729677542,336114.559146798,30,93426.2846183175,NA,NA,NA,30,77451.8248292769,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-05",31,53957.4122134625,20885.7877511413,24192.2880088806,104662.608097406,31,46334.6859663596,357337.936485597,112.474781019672,315624.167889115,31,80964.7922825321,NA,NA,NA,31,64285.6175586778,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-06",30,46616.1840126448,17595.826234511,21327.9401981513,89181.9405364401,30,41809.0463423632,272380.132281189,141.00145227558,285359.917307653,30,69949.0485028642,NA,NA,NA,30,54471.5704593402,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-07",31,48404.8851803729,15624.0638865878,24853.7624075999,85377.608441716,31,43055.5885745996,248068.493683248,185.043542197323,292962.05288152,31,72633.049925308,NA,NA,NA,31,65223.7544034919,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-08",31,37344.7451118401,13134.1224270815,18039.2222146007,68800.8392160839,31,35274.8272408825,180589.726650656,191.8487320809,238370.57939313,31,56036.9628342984,NA,NA,NA,31,46697.813870591,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-09",30,25737.5345856724,10966.3976524163,10633.2649027791,52724.8654833068,30,26522.0418584557,91077.8144476234,324.446395713925,169476.91556043,30,38619.9793503103,NA,NA,NA,30,29407.4129590009,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-10",31,24173.2109579699,10964.102945381,9430.59022866942,51390.5389789683,31,25703.353533599,76699.8903909521,419.862732024927,158869.073946026,31,36272.6627584392,NA,NA,NA,31,28118.0282583507,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-11",30,42290.6850693367,14824.9548648204,20477.9713025764,77779.9035865353,30,43265.7965065394,175965.783956633,374.481932990863,284970.03821014,30,63458.5013061794,NA,NA,NA,30,60376.4872693288,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2007-12",31,45786.7816079038,16723.4154148219,21494.4015188074,86053.7964163751,31,49088.9612937798,163639.988056239,638.302996094238,311679.002601982,31,68704.5043053543,NA,NA,NA,31,64416.7271600114,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-01",31,65072.4831856619,20814.0845731415,33618.464732786,114264.933246658,31,70221.9485857514,190786.819637605,1392.04737991243,422633.954437407,31,97643.3049730389,NA,NA,NA,31,97421.058149639,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-02",29,87460.0131890569,24621.4598110907,48997.1162567231,144652.458821389,29,94444.9445676161,208152.720565591,2881.28786532762,528522.534153387,29,131236.496304723,NA,NA,NA,29,134487.735481245,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-03",31,93448.9983453546,24433.6635901613,54616.0723331205,149661.317604764,31,101213.206991315,182309.475144924,4654.51262037218,518533.030519322,31,140223.156235191,NA,NA,NA,31,139526.734901448,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-04",30,89720.0187426816,22549.2284072615,53569.8978786694,141337.282568741,30,99736.9985920588,160988.215775996,5707.17713105731,483433.71326045,30,134627.704957651,NA,NA,NA,30,126841.613095108,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-05",31,70880.4304332452,18541.4686612307,41415.1911519262,113539.676086066,31,81754.7337848498,123714.816658499,5309.0618460056,382670.136988804,31,106358.311318957,NA,NA,NA,31,91923.3671717063,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-06",30,56655.2904489656,15161.541801773,32685.4083830162,91640.6415488862,30,66712.5000863377,94076.1275926896,4963.89599925081,300003.253708893,30,85013.0420499297,NA,NA,NA,30,70089.2973423943,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-07",31,42464.8076905707,12077.7665760642,23644.4141705022,70558.0811695077,31,50665.0458903352,63170.3724164652,4749.99938598498,211546.427334759,31,63719.7772628531,NA,NA,NA,31,50150.4744494053,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-08",31,37437.9768048265,10506.4823109245,21012.6247362926,61833.0621920457,31,44674.1657167707,51955.8878938502,4752.97715482554,178486.925378394,31,56176.8596103114,NA,NA,NA,31,45696.9170476147,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-09",30,28994.213834808,9292.54482468053,14959.1830001006,50962.453359462,30,34632.5661143621,33348.5020314245,5099.69179034276,122037.658677969,30,43506.7285031434,NA,NA,NA,30,33766.7862839333,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-10",31,30814.5936188807,9778.91451371881,16004.5189172101,53901.1133852998,31,37387.5328650196,36517.8138385925,5377.37240256838,133031.7352196,31,46238.265584941,NA,NA,NA,31,37845.5530952461,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-11",30,37911.3909582572,11459.1216305108,20328.1780954403,64784.6850463987,30,46792.7852475566,47536.388865152,6301.60257851321,170991.892839702,30,56887.2328659082,NA,NA,NA,30,50022.3650441804,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2008-12",31,45684.5624886056,13319.2742540915,25056.888994503,76768.2778058085,31,55769.8715142955,49907.6870199519,9242.85991620421,186862.565047848,31,68551.1208996868,NA,NA,NA,31,63343.4280452617,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-01",31,70032.6233513515,17204.0543271772,42317.8749655938,109302.132317387,31,84002.9314481455,68903.664177639,15922.0549367153,264936.513610011,31,105086.150309622,NA,NA,NA,31,104802.087562678,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-02",28,116342.284743546,24140.2079343664,76176.4413757183,170352.290949427,28,119779.263306018,77465.5928679629,31573.4000701003,320393.489541923,28,174575.248957581,NA,NA,NA,28,201008.543824947,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-03",31,87771.8992789153,18566.7514584302,56984.324392481,129403.072204057,31,100760.079565912,59029.9303575839,29980.1631480847,252114.109812342,31,131704.49040352,NA,NA,NA,31,124895.28693051,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-04",30,74474.4232986717,16237.8671175406,47695.7385850194,111010.691483947,30,87121.5469707452,46819.4064520617,28593.9806617284,205963.486306121,30,111751.210430643,NA,NA,NA,30,95763.0659742422,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-05",31,55769.901224938,13373.8658706212,34117.6748503819,86205.9871388099,31,65837.925961923,32524.2569987793,23620.5010203522,147512.405191592,31,83684.4880121374,NA,NA,NA,31,63879.4583839191,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-06",30,51465.1077223733,11402.3290156515,32716.8096800458,77169.1220077305,30,60120.3923510439,27768.870469586,23052.1058374835,129226.148240701,30,77225.0097207527,NA,NA,NA,30,60033.9090698947,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-07",31,46892.6980364859,9813.52645369654,30588.8607878573,68870.1911789863,31,54427.3342237174,24314.7083417089,21537.499629867,114659.962032154,31,70363.9650912278,NA,NA,NA,31,57067.3323863136,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-08",31,46019.0228938364,9145.00873561331,30690.6750696117,66381.6111522669,31,52601.1385079969,23333.3499722106,20951.8184843693,110346.11484061,31,69052.9876879687,NA,NA,NA,31,62374.5615844121,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-09",30,52106.4695320213,10334.9601513238,34778.0915482766,75113.8306176156,30,59866.7452094457,28377.6744759692,22384.5306298463,130736.662477659,30,78187.3919511079,NA,NA,NA,30,79094.1279384245,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-10",31,53311.5444708789,10462.2035740345,35739.019695395,76575.1907511832,31,62265.1981587025,28989.7838104146,23691.8601201255,134487.862500868,31,79995.6449599482,NA,NA,NA,31,82347.9447291639,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-11",30,53229.7275603407,10590.7577928205,35481.6763906059,76814.6016853229,30,62222.0038793712,26303.1278556575,25887.6002234799,126879.824397252,30,79872.876649201,NA,NA,NA,30,80504.0947355982,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2009-12",31,101386.737279296,22514.4395581467,64383.3027762787,152154.239277301,31,98096.6739152443,41689.9235901671,40621.026086228,200654.732117547,31,152133.978583417,NA,NA,NA,31,197062.339593253,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-01",31,112528.445716956,22805.5349972055,74429.1679476696,163418.159307542,31,104322.830681217,39717.3527925692,47404.288284302,200519.514239682,31,168852.462154643,NA,NA,NA,31,208654.588113571,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-02",28,109167.041710924,19676.421399587,75674.4513365471,152527.876748156,28,102295.060580678,31592.1080577075,54094.4201423566,176600.883633379,28,163808.570836764,NA,NA,NA,28,185141.39703794,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-03",31,100620.989150216,16205.0606263855,72596.5324607081,135937.876972618,31,99513.6153752512,23669.3404270676,61129.3080940232,153326.111905897,31,150984.951460981,NA,NA,NA,31,151344.519819523,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-04",30,79632.7803296013,12753.0759371643,57561.7148873915,107411.771937262,30,82372.3352145904,16288.2013173498,55048.4823786377,118620.515575877,30,99870.0731222689,NA,NA,NA,30,104860.090208858,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-05",31,59279.6819759562,10348.5826649052,41581.6815717559,82010.986402845,31,62489.1117193696,12335.0040028861,41790.8808370692,89934.5238551821,31,71175.7740374104,NA,NA,NA,31,68848.6998658278,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"RONC02800","NO3","2010-06",30,51289.6982760808,8797.02964306496,36207.0754193384,70578.9383966074,30,53396.2909009195,10047.8752203245,36405.5900105236,75638.296560408,30,59065.3438617767,NA,NA,NA,30,59127.1996034665,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
